Date time,User_ID,Application_Type,Signal_Strength,Latency,Required_Bandwidth,Resource_Allocation
2024-06-24 12:29:55,USER_9711,,-115,Error,93,67
2023-03-25 08:38:59,USER_9130,,-109,200,-5,94
2024-03-28 11:48:30,USER_1061,,-58,169,33,6
2024-05-11 13:14:45,USER_5629,Inconnu,-200,Error,33,42
2022-03-26 22:04:05,USER_4379,Inconnu,-58,290,9999,39
2024-02-06 04:56:35,USER_2626,Inconnu,-67,170,-5,12
2022-10-29 15:31:05,123ABC,Navigation,-118,122,37,27
2024-01-04 00:57:01,USER_7949,,-114,225,4,68
N/A,USER_2123,Streaming,-80,5000,34,10
2022-06-23 02:58:25,USER_5756,Appel Vidéo,-60,117,77,Corrupt
2023-09-07 10:25:33,USER_2561,Inconnu,-89,10,85,
2024-07-05 01:25:02,USER_7320,Appel Vidéo,-86,5,N/A,150
2023-11-04 13:41:04,USER_3910,IoT,-41,12,6,22
2024-10-14 20:33:36,USER_4748,Streaming,-120,266,25,95
2023-10-12 01:17:45,USER_7986,,-106,133,70,92
2024-05-03 11:37:57,USER_5390,Streaming,-67,196,64,Corrupt
2024-09-19 04:27:50,USER_1437,,-83,18,N/A,
2022-01-03 12:09:49,USER_8582,Inconnu,-53,193,65,Corrupt
2023-01-18 02:37:30,USER_4106,Streaming,-87,236,20,35
2023-01-21 04:35:04,USER_7477,Streaming,-48,146,6,43
2022-12-07 17:33:38,USER_2133,Appel Vidéo,-106,224,71,64
2023-06-17 20:36:01,USER_7298,Inconnu,-83,146,73,95
2022-06-16 12:41:21,,Streaming,-44,118,9999,100
2023-01-26 12:15:11,USER_5089,Inconnu,-98,85,,29
2024-12-09 13:12:29,USER_6642,Inconnu,-53,193,9999,81
2024-02-04 14:02:26,123ABC,,-62,30,65,39
2024-06-17 17:35:08,USER_8408,Streaming,-94,134,58,59
2023-07-02 10:12:32,USER_9990,IoT,Invalid,134,46,14
2024-05-13 23:41:59,USER_4275,Appel Vidéo,-91,300,36,
N/A,USER_8917,Navigation,-64,Error,30,
2024-02-16 07:40:13,USER_1205,IoT,-89,5000,48,47
2022-12-24 17:58:20,USER_4324,IoT,999,57,39,12
2024-06-02 23:19:16,USER_6663,Appel Vidéo,Invalid,5000,62,58
2024-12-11 07:10:17,USER_2911,,-46,213,66,94
2024-06-24 08:08:02,USER_6463,Streaming,-103,161,81,44
2023-07-15 21:51:26,USER_7527,Inconnu,Invalid,5000,42,75
2021-12-28 08:37:31,USER_8279,,-70,,41,12
2022-06-15 04:04:30,USER_9103,,,47,73,18
2023-05-15 04:29:50,USER_3963,Navigation,-114,225,20,51
2024-06-09 12:19:28,USER_9217,IoT,-65,55,27,72
2024-11-07 05:10:56,USER_3904,Inconnu,-43,204,40,63
2023-06-01 23:48:50,USER_6764,,-78,-10,1,28
N/A,USER_6723,Appel Vidéo,-115,255,4,71
2022-11-02 19:44:41,USER_9104,,-53,267,49,45
2024-05-18 21:47:25,USER_6652,Appel Vidéo,-65,53,78,24
2022-06-10 01:48:14,Duplicate,Appel Vidéo,-93,61,70,Corrupt
2023-03-07 16:15:27,USER_3595,Appel Vidéo,-49,143,37,83
N/A,USER_6064,Inconnu,-105,91,91,11
2022-06-12 17:20:42,USER_4845,Navigation,-96,295,-5,44
2024-10-16 19:09:21,USER_1666,IoT,-84,81,40,6
2023-09-29 05:36:01,USER_1197,Navigation,-98,10,N/A,32
2022-02-18 00:40:50,USER_8862,Appel Vidéo,,16,N/A,61
2022-03-17 00:59:08,Duplicate,Inconnu,-97,147,9999,83
2022-11-01 11:36:12,USER_7429,Streaming,Invalid,163,9999,47
2023-06-04 18:13:45,USER_8835,IoT,-62,Error,,41
2022-01-23 17:24:23,USER_8486,IoT,-98,91,31,35
2022-11-07 10:35:49,USER_3509,,-101,82,87,92
N/A,USER_1964,Appel Vidéo,-108,25,N/A,62
2024-04-10 10:15:05,USER_3251,Streaming,-104,174,11,40
2022-11-02 23:47:08,USER_2644,Inconnu,Invalid,150,3,27
2023-07-10 11:29:57,USER_2872,Inconnu,-111,277,91,94
2022-07-15 04:34:21,USER_2019,IoT,-47,166,74,69
2022-07-08 16:42:21,USER_9289,,-61,205,25,
Invalid,USER_4826,Appel Vidéo,-88,62,45,39
2022-10-02 13:23:18,USER_8639,Appel Vidéo,,20,1,74
2022-03-29 15:24:26,USER_4437,Streaming,-98,212,4,90
2024-08-19 01:17:34,USER_5464,Appel Vidéo,-116,127,1,4
2023-05-07 09:45:18,,Streaming,-108,278,73,94
2022-03-30 07:57:32,USER_3990,Appel Vidéo,-45,5000,7,39
2022-06-20 01:20:10,USER_3449,Navigation,-57,259,9999,63
2022-01-29 05:27:45,USER_4248,Navigation,-56,117,18,74
2023-06-20 12:17:16,USER_6281,Appel Vidéo,-103,199,5,12
2023-05-24 14:30:30,123ABC,Streaming,-61,5000,100,16
2022-04-23 10:31:26,USER_6887,Inconnu,-95,,,63
2022-09-09 13:00:50,USER_1381,Appel Vidéo,-53,181,8,40
2023-12-21 18:07:48,USER_4921,Streaming,-102,258,42,74
2023-04-04 23:56:45,USER_4419,,-53,223,20,29
2022-04-10 19:21:38,USER_8186,Appel Vidéo,-62,95,N/A,27
2024-04-06 16:57:11,USER_7965,Navigation,-44,40,25,62
2022-10-22 00:37:43,USER_1998,Navigation,-94,155,,22
N/A,USER_8434,Streaming,-48,60,92,13
2024-08-06 20:31:18,USER_1549,Streaming,Invalid,140,32,84
Invalid,USER_8804,Streaming,-49,237,4,150
2024-09-18 10:41:59,USER_1883,Appel Vidéo,-78,14,62,8
2023-02-04 12:10:16,USER_2647,Appel Vidéo,-52,231,77,9
2023-10-26 02:32:54,USER_2474,Inconnu,-107,223,46,47
2024-01-02 01:38:40,USER_4354,,,194,28,70
2023-03-27 17:59:53,USER_4014,,-65,212,29,Corrupt
2022-02-10 02:14:55,USER_1304,Inconnu,-89,295,1,96
2024-09-05 13:31:25,123ABC,Inconnu,999,152,5,14
2024-05-30 19:22:35,USER_5830,,-200,27,12,8
2022-08-25 00:37:09,USER_1176,IoT,-51,179,-5,45
2024-11-03 11:18:31,USER_7959,Appel Vidéo,-84,108,2,3
2022-04-09 12:21:41,USER_6444,Streaming,-77,Error,52,52
2023-06-11 16:04:25,USER_4794,Navigation,-95,109,49,100
2024-08-16 11:30:01,USER_1607,Streaming,-95,Error,39,19
2022-09-20 06:43:42,USER_4362,Inconnu,Invalid,221,53,25
2022-02-08 03:12:36,USER_9130,IoT,-85,71,59,44
2024-09-15 21:29:32,,Inconnu,,278,,9
2022-05-31 10:42:28,USER_2391,Inconnu,-57,80,97,97
2024-02-09 01:47:57,USER_8415,Navigation,999,221,,52
2023-02-14 13:18:56,USER_9954,Navigation,-115,51,31,5
2024-12-01 03:58:51,USER_6346,Navigation,-47,8,4,61
2022-08-17 22:29:07,123ABC,IoT,-56,Error,79,34
2022-10-03 07:54:09,USER_1685,Navigation,-59,291,53,1
2024-07-03 21:42:14,USER_2822,,-81,5000,65,150
2024-12-07 15:43:31,USER_9743,,-103,149,-5,Corrupt
2023-09-02 00:53:16,USER_2545,Navigation,-115,44,38,4
2023-03-12 09:22:01,USER_3397,Streaming,-87,72,,48
2022-10-17 03:58:58,USER_2652,Appel Vidéo,-76,5000,39,62
2023-11-09 03:30:20,USER_8270,IoT,-69,128,38,26
,USER_7742,Inconnu,-74,121,,33
2024-10-04 00:35:06,123ABC,Appel Vidéo,,116,97,24
2024-05-11 00:48:25,USER_6045,Streaming,-48,,10,62
2024-04-10 07:59:37,,Inconnu,-104,75,100,81
2024-06-30 14:11:28,USER_1942,Streaming,-97,247,20,64
2023-12-23 23:52:30,USER_2372,,-119,145,43,54
2023-04-19 00:48:13,USER_3732,Streaming,-81,-10,N/A,74
2022-01-28 08:04:13,Duplicate,IoT,-107,167,72,20
Invalid,USER_4374,Navigation,-113,Error,7,96
2022-11-07 05:22:29,USER_5243,IoT,-41,300,99,82
2022-03-29 05:30:22,USER_2059,IoT,,20,99,79
2023-02-10 14:14:24,USER_4581,Inconnu,-72,219,66,20
2022-10-27 14:41:47,USER_9989,Navigation,-94,92,33,3
2024-02-14 00:38:22,USER_3461,Navigation,-83,228,5,
2022-03-07 16:18:53,USER_5759,Streaming,-102,208,47,28
2023-10-02 19:26:19,,Appel Vidéo,-113,118,14,66
2023-08-30 04:53:38,USER_5121,Appel Vidéo,-83,288,18,55
2024-10-23 18:24:31,USER_4582,Inconnu,-67,254,75,14
2023-03-21 02:33:44,USER_4991,Streaming,-200,Error,85,11
2024-03-09 21:24:05,USER_3513,IoT,-60,-10,9999,6
2023-03-04 09:43:09,USER_8887,Inconnu,-96,179,24,
2023-07-24 20:09:01,USER_4656,Navigation,-74,-10,96,150
N/A,USER_1569,Streaming,-100,192,50,150
2024-09-19 01:52:49,USER_6631,,-116,70,68,150
2021-12-19 20:06:16,USER_7886,Appel Vidéo,-92,73,85,84
2023-08-18 23:35:16,USER_5712,Inconnu,-64,161,21,30
2022-10-29 11:53:38,USER_2635,IoT,-114,,39,
2024-09-09 20:14:50,USER_5506,Streaming,-114,,-5,74
2024-02-18 13:19:56,USER_4185,Inconnu,-85,89,43,28
2024-09-03 05:09:28,123ABC,Appel Vidéo,-101,190,61,96
2022-05-09 00:24:36,USER_1415,Navigation,-76,178,74,22
2024-10-29 13:20:24,USER_3109,Navigation,-81,5000,88,34
2024-11-12 01:51:46,USER_9546,Navigation,-200,279,62,
2024-03-03 22:40:35,USER_9296,IoT,-100,-10,57,36
2022-07-01 06:12:07,USER_9007,Navigation,-104,53,46,42
Invalid,USER_2308,,-120,5000,64,1
2024-01-30 15:48:35,USER_9956,Streaming,999,Error,22,41
2022-09-13 04:29:12,USER_7705,Appel Vidéo,-59,5,52,
2023-06-17 03:53:46,USER_6772,Streaming,-200,213,11,62
2024-01-14 23:53:36,USER_9320,Appel Vidéo,-70,,73,79
2024-01-16 02:29:52,USER_1621,Appel Vidéo,-200,-10,57,74
2024-05-21 15:37:50,USER_3103,Streaming,-102,240,12,82
2024-10-12 21:03:14,USER_2665,Navigation,-68,190,2,70
2022-04-12 01:26:01,USER_5123,Appel Vidéo,-65,,10,67
2024-12-04 13:57:52,USER_1725,IoT,-52,94,-5,33
2024-07-19 01:26:51,USER_8542,IoT,-49,263,83,78
2024-06-26 02:04:13,USER_8646,Streaming,-96,239,60,95
2024-09-02 09:58:01,USER_4911,Inconnu,-73,259,52,64
2023-10-22 00:56:26,USER_6128,Navigation,-79,248,51,11
2023-02-01 02:02:49,USER_4023,Inconnu,-62,293,95,83
2023-08-17 17:41:22,USER_4703,Navigation,-74,281,54,94
2024-10-10 07:22:46,USER_6652,,-83,189,55,59
Invalid,USER_8619,,-117,186,53,99
2023-05-03 00:22:58,USER_3636,IoT,-66,184,75,34
2022-02-28 04:06:32,USER_9159,Navigation,-54,87,-5,29
2022-10-12 16:37:10,USER_9683,,-107,-10,16,19
2023-07-30 18:57:41,USER_9405,Appel Vidéo,-67,154,86,73
2023-11-30 16:49:03,USER_6547,IoT,-70,213,86,78
2023-08-16 13:37:11,USER_1217,Streaming,-116,50,62,45
2022-03-26 04:57:28,USER_8133,Appel Vidéo,-103,5000,32,99
2023-12-03 03:48:40,USER_4012,,-87,227,71,79
2024-05-11 07:29:14,USER_5990,Inconnu,-42,5000,29,Corrupt
2021-12-22 22:06:16,USER_5568,Streaming,-99,238,88,30
2023-03-22 04:05:30,USER_3142,Streaming,,115,81,8
2023-12-03 03:36:47,USER_4896,IoT,,100,7,26
,USER_8510,IoT,-200,168,17,54
2023-04-09 23:58:09,USER_4954,,-78,21,24,75
2023-01-10 14:07:55,USER_1211,IoT,-62,256,N/A,28
2022-02-23 20:25:16,USER_7381,Navigation,-90,172,7,87
2024-07-30 00:00:18,USER_2035,,-120,285,50,82
2022-07-23 08:29:23,USER_4154,,-113,33,60,89
2024-02-05 09:12:01,USER_5579,Inconnu,Invalid,13,7,84
2022-03-08 15:03:39,USER_1843,Appel Vidéo,-98,8,,150
2022-09-27 00:16:17,USER_9304,Streaming,-87,64,97,95
2023-05-30 03:50:12,USER_7549,IoT,-89,Error,10,99
2023-05-12 23:02:16,USER_6457,IoT,,41,7,-50
2023-04-06 03:40:39,USER_7356,Streaming,-105,144,65,89
2024-03-22 17:19:03,USER_5645,IoT,-45,45,30,19
2023-11-11 14:03:17,USER_6567,,-52,55,84,70
2022-02-26 08:12:55,USER_7763,,-61,5000,29,150
2023-11-08 19:20:00,USER_2960,Appel Vidéo,-70,,40,89
2023-12-22 00:58:48,123ABC,Appel Vidéo,-93,193,10,74
2023-03-19 10:05:25,USER_3873,Navigation,-57,5000,57,100
2022-09-23 15:44:05,USER_9886,,-115,76,64,42
2023-01-23 06:29:06,USER_7558,Streaming,-57,17,27,26
2024-02-22 03:47:08,USER_7605,IoT,-114,191,5,36
2023-02-26 16:46:03,USER_4994,Streaming,-108,97,93,-50
2024-07-14 13:39:27,USER_4343,,-54,76,18,34
2024-05-07 18:11:56,USER_9470,Inconnu,-59,55,73,65
2023-12-06 04:30:51,USER_4866,Streaming,-110,297,69,0
2024-08-24 21:47:20,USER_7744,Inconnu,,48,88,-50
2022-09-29 11:58:58,USER_2101,Appel Vidéo,-49,259,43,33
2022-09-24 14:19:37,,,-96,25,50,
2024-02-11 00:17:49,USER_7933,Inconnu,-86,90,19,3
2022-12-10 13:39:37,USER_9136,IoT,-119,121,97,100
2022-02-18 01:38:49,USER_3735,Inconnu,-101,Error,58,-50
2022-12-15 07:53:50,USER_5813,Navigation,-106,82,85,34
2023-07-05 09:41:26,USER_2097,,-70,88,44,50
2023-08-20 08:18:17,USER_4776,IoT,-51,84,67,73
2023-05-08 12:42:37,,Appel Vidéo,-96,26,N/A,49
2024-05-10 16:51:23,USER_9499,Inconnu,Invalid,278,N/A,85
2024-09-01 17:56:43,USER_1102,Inconnu,-110,-10,92,85
2023-02-16 07:54:22,123ABC,Navigation,-67,61,75,21
2024-05-16 02:47:17,USER_7589,IoT,-71,297,77,74
2023-05-01 15:31:00,USER_4245,IoT,-40,227,80,69
2024-02-15 23:48:19,USER_5836,IoT,999,267,9999,0
2022-01-16 23:23:08,USER_8826,Streaming,-115,69,46,100
2024-08-26 13:55:38,Duplicate,Appel Vidéo,-88,148,14,65
2024-02-23 10:34:16,USER_6589,Streaming,-105,62,18,29
2022-12-12 01:14:34,USER_2579,Navigation,-44,122,2,61
N/A,USER_5649,,-46,233,78,93
2024-04-06 21:52:11,USER_4172,Navigation,-46,180,77,85
2023-05-04 03:49:11,Duplicate,Inconnu,-48,,32,35
2023-07-07 06:45:22,USER_6687,Navigation,-80,51,45,94
2023-12-07 04:43:58,USER_6903,IoT,-84,109,19,46
2023-11-05 23:15:03,123ABC,Navigation,-76,47,9999,150
2024-07-01 19:56:39,USER_2222,Inconnu,-41,34,1,3
2023-11-24 06:55:29,USER_7978,IoT,-65,26,61,30
2022-07-02 23:39:55,USER_6222,Navigation,-86,207,N/A,24
2023-08-27 11:26:39,USER_1926,Streaming,Invalid,34,60,97
2022-11-24 14:47:30,USER_3605,Appel Vidéo,Invalid,Error,46,98
2022-10-07 11:13:29,USER_8039,Appel Vidéo,-68,77,46,71
2023-02-02 06:33:36,USER_7201,Appel Vidéo,-64,5000,78,150
2022-02-06 19:00:13,USER_6760,,-55,226,39,27
2024-01-01 22:43:40,USER_3220,Navigation,-114,282,21,23
2023-11-06 02:53:40,USER_5588,IoT,-77,218,20,79
N/A,USER_3942,Appel Vidéo,-55,132,11,87
2022-01-15 06:51:32,USER_7570,Streaming,-101,61,6,20
2024-03-22 17:33:36,USER_3424,Navigation,-97,212,10,Corrupt
2023-02-22 20:55:57,USER_4423,,-40,33,88,53
2022-02-25 17:46:34,USER_9260,Streaming,-59,175,27,51
2024-11-29 21:33:57,USER_2725,Appel Vidéo,-107,Error,33,65
2021-12-17 10:29:13,USER_3442,Navigation,-69,5000,47,62
2022-11-28 01:14:49,USER_9205,Appel Vidéo,-65,14,39,32
2024-11-07 02:17:17,USER_8328,Inconnu,-45,180,67,3
2023-11-19 21:40:21,USER_7613,,-85,21,9999,16
2022-01-18 10:54:21,USER_6938,,-45,17,91,39
2022-01-09 14:33:08,USER_9732,Inconnu,-88,118,93,
2023-07-31 00:30:29,,Streaming,-114,215,41,28
2023-02-27 21:57:13,USER_8682,Streaming,-59,28,12,5
2022-10-13 14:46:57,USER_1542,Streaming,-78,85,N/A,Corrupt
2024-04-16 19:17:14,USER_7877,IoT,-200,216,31,81
2024-02-20 15:15:26,USER_5957,Navigation,-75,5000,73,4
2024-11-05 02:39:12,USER_5094,Inconnu,-104,157,92,54
Invalid,USER_1433,Inconnu,Invalid,179,68,9
2022-09-01 13:28:44,,Inconnu,-82,75,95,37
2024-05-14 05:21:53,USER_7187,IoT,-60,197,11,51
2023-02-28 14:37:06,USER_1196,Inconnu,-108,114,5,59
2024-05-15 00:02:05,USER_9536,,-101,,64,
2023-11-18 01:38:31,USER_5364,Inconnu,-85,82,12,32
2024-12-12 09:47:40,USER_3315,,-62,46,84,64
2024-12-13 17:35:14,USER_1969,Streaming,-77,202,,84
2024-08-04 09:33:02,USER_3120,Inconnu,-43,129,58,44
2023-05-02 17:38:46,123ABC,Appel Vidéo,-200,14,99,85
2022-01-14 05:29:50,USER_2491,,-59,126,71,53
2024-11-08 21:44:34,USER_6732,Inconnu,-52,291,83,56
2024-04-03 18:41:18,USER_2790,,-57,40,78,91
2022-02-06 23:26:51,USER_1421,Inconnu,-64,136,47,49
2022-08-18 15:14:01,USER_4666,,-44,293,15,8
2024-07-24 21:11:31,USER_6468,Appel Vidéo,-49,219,38,33
Invalid,USER_1468,,-115,288,,94
2024-04-01 00:01:24,USER_6019,Inconnu,-45,245,N/A,21
2024-04-05 14:05:41,USER_1126,Appel Vidéo,-107,6,1,82
2022-01-26 15:44:20,USER_2749,Appel Vidéo,-69,24,58,34
2024-06-28 02:26:32,USER_1614,Streaming,-200,159,12,23
2024-08-23 05:43:45,USER_6789,,-100,206,N/A,66
2024-09-26 16:21:43,USER_6295,Streaming,-97,180,93,67
2022-03-20 20:34:45,USER_3290,Navigation,-200,210,94,5
2023-08-27 09:50:31,USER_3340,IoT,-94,-10,42,56
2024-03-21 04:49:31,123ABC,Appel Vidéo,-117,260,-5,19
2022-08-05 20:20:56,USER_3244,IoT,-86,222,53,93
2023-08-28 14:00:06,USER_3670,Navigation,-49,204,9999,10
2023-02-05 02:01:33,USER_4959,Navigation,-105,149,N/A,28
2024-01-07 02:57:48,USER_6695,Inconnu,-200,198,54,150
2024-12-13 00:33:28,USER_7918,Inconnu,-101,59,12,-50
2022-02-16 09:57:22,USER_4961,Inconnu,-83,62,56,78
2024-05-16 14:36:23,USER_6353,Navigation,-107,259,50,56
2022-10-12 10:24:50,USER_9664,,-51,210,35,81
2023-08-07 21:10:50,USER_1338,Navigation,Invalid,184,81,
2023-03-22 02:15:39,USER_9331,Navigation,Invalid,157,44,57
2022-10-11 03:29:24,USER_8029,IoT,999,205,,33
2023-01-17 13:20:43,USER_6350,,-90,130,N/A,25
2022-07-30 18:09:37,USER_8395,IoT,-102,151,54,54
2024-03-21 11:25:50,Duplicate,Appel Vidéo,-69,103,27,37
,USER_9199,Inconnu,-67,69,79,76
2024-08-06 14:59:16,USER_4903,IoT,Invalid,123,87,65
2023-12-04 08:14:01,USER_2172,Navigation,-109,15,92,Corrupt
2022-08-19 11:10:22,USER_7646,Navigation,-58,262,40,-50
2022-07-21 23:59:21,USER_7112,IoT,-59,185,11,150
2022-03-11 00:52:53,USER_5207,Streaming,-58,8,9999,67
2023-05-18 09:02:21,USER_5683,,-62,56,9999,97
2022-08-06 15:13:48,USER_1644,Inconnu,-111,99,54,60
,USER_3935,,,258,85,
2024-03-11 22:06:45,USER_3349,Streaming,-89,155,95,54
2023-03-13 14:56:24,USER_8232,Navigation,-79,246,N/A,43
2024-06-10 19:17:39,USER_7920,IoT,-101,74,84,39
Invalid,USER_4026,Navigation,-110,244,N/A,12
2023-10-10 10:46:23,USER_2091,,-86,9,8,99
2024-05-26 02:23:52,USER_4337,Inconnu,-58,274,50,71
2024-12-11 12:22:34,USER_8400,Streaming,-94,103,-5,15
2023-11-23 10:36:53,USER_7966,Inconnu,-77,-10,23,63
2022-05-02 19:14:05,123ABC,,-86,195,9,86
2023-04-29 02:41:25,USER_7088,Inconnu,-96,195,42,10
2022-06-14 20:34:21,USER_8573,IoT,-102,5000,19,100
2022-10-19 07:48:39,USER_1778,,Invalid,169,83,45
2021-12-20 22:17:04,USER_7924,Appel Vidéo,-77,,52,42
2022-08-16 11:57:21,USER_6100,Appel Vidéo,-85,295,54,81
2024-08-01 04:46:36,,IoT,-82,5000,62,38
2023-04-17 07:36:04,USER_1170,Appel Vidéo,-92,47,9999,56
2023-06-09 12:56:42,USER_4770,Inconnu,-99,87,98,37
2024-11-20 18:11:35,USER_5327,Inconnu,-52,277,48,92
2024-07-28 06:36:09,USER_2938,Navigation,,114,76,55
2022-05-11 07:13:02,USER_5228,Appel Vidéo,-119,244,19,26
Invalid,USER_9825,Streaming,-73,,N/A,1
2024-10-21 03:18:34,USER_1361,Streaming,-78,300,-5,17
2024-07-16 17:26:23,USER_4942,Streaming,-97,173,74,98
2023-10-27 22:20:24,USER_4761,Navigation,-74,62,84,2
2022-04-10 12:21:00,USER_4638,,-58,228,55,Corrupt
N/A,USER_1243,Navigation,-42,38,65,80
2023-01-04 01:37:57,USER_4996,Appel Vidéo,-62,144,72,31
2024-03-26 22:57:11,USER_9763,Appel Vidéo,-58,224,N/A,95
2023-05-09 23:02:40,USER_2591,Streaming,-41,106,21,59
2022-03-12 03:41:56,,Streaming,-48,298,21,12
2023-10-04 01:21:44,USER_1893,IoT,-87,84,80,55
2023-02-05 02:04:49,USER_7825,Streaming,-40,271,95,150
2022-09-01 13:43:17,USER_4134,IoT,-200,294,24,41
2023-09-22 22:46:28,USER_6488,Inconnu,-49,206,-5,2
2023-01-09 16:33:16,USER_4788,,-60,27,-5,37
2023-06-26 14:56:01,USER_7462,Appel Vidéo,-42,103,32,89
2024-03-31 11:54:44,USER_1991,Navigation,-89,82,39,21
2024-08-19 05:58:13,USER_1930,Streaming,-114,280,68,21
2024-10-01 20:34:24,USER_3537,Appel Vidéo,-81,52,46,150
2024-02-24 17:15:29,USER_1393,Streaming,-94,218,47,60
2024-11-30 15:36:10,USER_1021,,-42,74,52,81
2022-11-27 18:32:30,USER_2597,IoT,-40,45,78,82
2023-01-15 09:39:47,USER_8907,IoT,-78,112,4,89
2022-06-28 19:53:55,Duplicate,IoT,-120,98,,7
2024-01-06 05:30:35,USER_8034,Appel Vidéo,-85,114,57,46
2023-11-11 17:29:03,USER_6871,IoT,-104,13,37,70
2024-03-19 04:35:25,USER_1157,,-60,282,19,11
2022-12-16 08:03:02,USER_1611,IoT,-47,222,73,43
2024-09-04 10:48:13,USER_5854,Inconnu,999,Error,5,43
2023-11-14 16:05:33,USER_1956,Inconnu,,177,63,0
2022-05-13 09:41:20,USER_2223,Appel Vidéo,-116,44,49,83
2023-02-17 01:36:46,USER_1214,Appel Vidéo,-49,,23,99
2022-12-17 05:31:50,USER_3930,Appel Vidéo,-62,187,84,-50
2023-12-06 22:44:54,USER_1122,Navigation,-100,-10,37,10
2024-01-04 21:21:29,123ABC,Streaming,-48,28,24,26
2023-11-11 09:06:39,123ABC,Navigation,-120,180,56,55
2024-06-12 19:08:11,USER_4385,Navigation,-66,240,82,6
2023-10-24 17:15:49,USER_1311,Inconnu,-111,289,90,36
2024-06-11 03:00:01,USER_6630,,-61,266,3,43
2024-02-11 16:39:21,USER_9341,Streaming,-105,159,9,-50
2024-09-30 13:14:43,USER_8947,Inconnu,-106,104,-5,
2024-09-18 05:45:52,USER_5775,Inconnu,-94,260,71,27
2024-01-28 02:14:50,USER_7653,Inconnu,-54,151,54,26
2024-02-11 08:27:59,USER_1729,Navigation,-41,93,61,
2023-03-02 03:26:39,USER_7800,IoT,-100,Error,38,92
2024-12-04 07:31:32,USER_6189,Inconnu,-83,292,N/A,38
2022-11-03 16:49:02,123ABC,Navigation,-50,11,19,92
2023-09-03 13:13:13,USER_3505,,-97,107,82,Corrupt
2022-05-13 17:55:02,USER_1348,Navigation,Invalid,35,46,57
2022-06-01 07:02:13,USER_2282,IoT,,182,24,93
2024-09-03 16:08:05,USER_9730,Streaming,-64,168,44,24
2023-01-18 19:00:52,USER_5375,,-76,297,59,22
2022-06-18 15:45:13,USER_6568,Streaming,-58,239,73,13
2024-12-04 06:05:43,USER_1925,Inconnu,-95,79,96,Corrupt
2024-04-08 09:45:38,USER_4959,Navigation,-45,298,10,94
2023-02-06 08:32:16,USER_6216,Appel Vidéo,-105,299,26,77
2023-02-27 22:08:13,USER_7007,IoT,-47,265,97,85
2024-09-26 06:25:32,USER_3074,Navigation,-116,30,75,85
2024-11-01 02:46:46,USER_4974,Inconnu,-40,257,56,35
2024-12-05 12:57:03,USER_5004,Streaming,-110,195,26,44
Invalid,USER_4938,Inconnu,-83,267,93,89
,USER_9123,Appel Vidéo,-52,24,N/A,19
2021-12-26 20:03:16,USER_3491,Inconnu,-101,5000,99,49
2024-04-03 10:49:33,USER_2091,Streaming,Invalid,295,39,27
2024-09-25 03:13:32,Duplicate,Inconnu,-67,185,37,89
2022-09-12 09:37:56,,Navigation,-56,140,7,54
2024-06-23 17:16:25,USER_1016,Inconnu,-112,190,37,64
2022-08-28 07:01:23,USER_6111,IoT,-50,136,5,5
2024-03-09 08:54:55,123ABC,,-104,271,27,60
2022-02-22 02:12:05,USER_4059,,-56,22,99,22
2023-09-16 23:13:16,USER_5946,Navigation,-97,12,55,150
2023-06-06 01:49:05,USER_9409,Navigation,-77,55,31,15
2022-05-29 18:20:03,USER_8716,Navigation,-77,285,15,8
2022-10-18 02:53:39,USER_7572,Streaming,-65,13,12,83
2023-05-07 01:28:16,USER_7774,,-90,136,5,83
2023-08-11 21:42:54,USER_6443,IoT,-92,265,71,50
2022-06-09 12:40:53,USER_8291,Streaming,-63,,95,58
2024-11-13 18:33:13,USER_9892,Streaming,-200,-10,92,89
2024-09-12 21:03:10,USER_8025,Streaming,-79,194,32,38
2022-04-05 18:00:47,USER_8268,,-84,295,17,40
2022-06-07 15:59:21,USER_5787,Navigation,-110,289,94,28
2023-01-11 11:52:01,USER_1095,IoT,-97,259,53,62
2021-12-31 13:12:18,USER_7844,Appel Vidéo,-200,254,,12
2023-06-04 21:05:16,Duplicate,Navigation,-95,9,26,61
2022-10-13 23:41:31,USER_8928,Navigation,-98,48,42,8
,USER_3335,Inconnu,-45,189,94,71
2023-07-29 21:48:32,USER_3199,Streaming,-107,5000,96,19
2023-11-12 12:29:55,USER_1003,IoT,-70,265,11,61
2024-01-24 12:50:29,USER_4130,Streaming,-48,134,73,41
2023-06-04 14:48:29,,Streaming,-53,265,44,23
2022-01-22 09:17:16,123ABC,Inconnu,-41,194,54,59
2022-03-23 03:58:51,USER_5268,Inconnu,-64,85,32,77
2024-11-13 11:01:43,123ABC,IoT,999,231,86,68
N/A,USER_4240,Navigation,-200,231,92,55
2023-09-15 18:01:35,USER_6193,Appel Vidéo,-46,296,14,9
2023-05-31 20:06:08,USER_5954,Appel Vidéo,-76,251,58,47
2022-06-26 10:16:25,USER_8297,,-66,110,88,17
2024-01-09 16:13:12,USER_5777,Inconnu,,258,-5,-50
2022-09-09 15:21:29,USER_6397,IoT,-64,24,65,27
2022-08-21 12:32:04,USER_4255,IoT,-200,34,51,73
2022-08-07 09:43:57,USER_9687,Inconnu,-63,282,2,66
2023-10-30 05:22:29,USER_2310,Navigation,-98,187,16,91
2023-06-09 16:46:26,USER_3122,Streaming,-81,107,68,54
2024-11-06 08:36:49,USER_5671,IoT,-111,18,46,86
